Title,Authors,Journal,Year,DOI,Source
"A decision support system for automatic sleep staging from HRV using wavelet packet decomposition and energy features,","Du-Yan Geng, Jie Zhao, Chen-Xu Wang, Qi Ning,","Biomedical Signal Processing and Control,","2020,",https://doi.org/10.1016/j.bspc.2019.101722.,ScienceDirect
"Automated lateralization of temporal lobe epilepsy with cross frequency coupling using magnetoencephalography,","Bhargava K. Gautham, Joydeep Mukherjee, Mariyappa Narayanan, Raghavendra Kenchaiah, Ravindranadh C Mundlamuri, Ajay Asranna, Viswanathan G. Lakshminarayanapuram, Rose D. Bharath, Jitender Saini, Chandana Nagaraj, Sandhya Mangalore, Karthik Kulanthaivelu, Nishanth Sadashiva, Anita Mahadevan, Jamuna Rajan, Keshav Kumar, Arivazaghan Arimappamagan, Bhaskara R. Malla, Sanjib Sinha,","Biomedical Signal Processing and Control,","2022,",https://doi.org/10.1016/j.bspc.2021.103294.,ScienceDirect
"Seizure pattern-specific epileptic epoch detection in patients with intellectual disability,","Lei Wang, Johan B.A.M. Arends, Xi Long, Pierre J.M. Cluitmans, Johannes P. van Dijk,","Biomedical Signal Processing and Control,","2017,",https://doi.org/10.1016/j.bspc.2017.02.008.,ScienceDirect
"Harmonized-Multinational qEEG norms (HarMNqEEG),","Min Li, Ying Wang, Carlos Lopez-Naranjo, Shiang Hu, Ronaldo César García Reyes, Deirel Paz-Linares, Ariosky Areces-Gonzalez, Aini Ismafairus Abd Hamid, Alan C. Evans, Alexander N. Savostyanov, Ana Calzada-Reyes, Arno Villringer, Carlos A. Tobon-Quintero, Daysi Garcia-Agustin, Dezhong Yao, Li Dong, Eduardo Aubert-Vazquez, Faruque Reza, Fuleah Abdul Razzaq, Hazim Omar, Jafri Malin Abdullah, Janina R. Galler, John F. Ochoa-Gomez, Leslie S. Prichep, Lidice Galan-Garcia, Lilia Morales-Chacon, Mitchell J. Valdes-Sosa, Marius Tröndle, Mohd Faizal Mohd Zulkifly, Muhammad Riddha Bin Abdul Rahman, Natalya S. Milakhina, Nicolas Langer, Pavel Rudych, Thomas Koenig, Trinidad A. Virues-Alba, Xu Lei, Maria L. Bringas-Vega, Jorge F. Bosch-Bayard, Pedro Antonio Valdes-Sosa,","NeuroImage,","2022,",https://doi.org/10.1016/j.neuroimage.2022.119190.,ScienceDirect
"Linear and nonlinear analyses of heart rate variability signals under mental load,","Tengteng Hao, Xin Zheng, Huiyu Wang, Kaili Xu, Shoukun Chen,","Biomedical Signal Processing and Control,","2022,",https://doi.org/10.1016/j.bspc.2022.103758.,ScienceDirect
"Resting-state functional MRI studies on infant brains: A decade of gap-filling efforts,","Han Zhang, Dinggang Shen, Weili Lin,","NeuroImage,","2019,",https://doi.org/10.1016/j.neuroimage.2018.07.004.,ScienceDirect
"System-level matching of structural and functional connectomes in the human brain,","Yusuf Osmanlıoğlu, Birkan Tunç, Drew Parker, Mark A. Elliott, Graham L. Baum, Rastko Ciric, Theodore D. Satterthwaite, Raquel E. Gur, Ruben C. Gur, Ragini Verma,","NeuroImage,","2019,",https://doi.org/10.1016/j.neuroimage.2019.05.064.,ScienceDirect
"The dynamic functional connectome: State-of-the-art and perspectives,","Maria Giulia Preti, Thomas AW Bolton, Dimitri Van De Ville,","NeuroImage,","2017,",https://doi.org/10.1016/j.neuroimage.2016.12.061.,ScienceDirect
"Automatic nystagmus detection and quantification in long-term continuous eye-movement data,","Jacob L. Newman, John S. Phillips, Stephen J. Cox, John FitzGerald, Andrew Bath,","Computers in Biology and Medicine,","2019,",https://doi.org/10.1016/j.compbiomed.2019.103448.,ScienceDirect
"Brain stimulation during an afternoon nap boosts slow oscillatory activity and memory consolidation in older adults,","Julia Ladenbauer, Nadine Külzow, Sven Passmann, Daria Antonenko, Ulrike Grittner, Sascha Tamm, Agnes Flöel,","NeuroImage,","2016,",https://doi.org/10.1016/j.neuroimage.2016.06.057.,ScienceDirect
"Estimating individual contribution from group-based structural correlation networks,","Manish Saggar, S.M. Hadi Hosseini, Jennifer L. Bruno, Eve-Marie Quintin, Mira M. Raman, Shelli R. Kesler, Allan L. Reiss,","NeuroImage,","2015,",https://doi.org/10.1016/j.neuroimage.2015.07.006.,ScienceDirect
"An algorithm for sleep apnea detection from single-lead ECG using Hermite basis functions,","Hemant Sharma, K.K. Sharma,","Computers in Biology and Medicine,","2016,",https://doi.org/10.1016/j.compbiomed.2016.08.012.,ScienceDirect
"Semantic attributes are encoded in human electrocorticographic signals during visual object recognition,","Kyle Rupp, Matthew Roos, Griffin Milsap, Carlos Caceres, Christopher Ratto, Mark Chevillet, Nathan E. Crone, Michael Wolmetz,","NeuroImage,","2017,",https://doi.org/10.1016/j.neuroimage.2016.12.074.,ScienceDirect
"Dynamic primitives of brain network interaction,","Michael Schirner, Xiaolu Kong, B.T. Thomas Yeo, Gustavo Deco, Petra Ritter,","NeuroImage,","2022,",https://doi.org/10.1016/j.neuroimage.2022.118928.,ScienceDirect
"Heterogeneous recurrence analysis of heartbeat dynamics for the identification of sleep apnea events,","Changqing Cheng, Chen Kan, Hui Yang,","Computers in Biology and Medicine,","2016,",https://doi.org/10.1016/j.compbiomed.2016.05.006.,ScienceDirect
"Exploiting multi-scale signal information in joint compressed sensing recovery of multi-channel ECG signals,","Anurag Singh, Samarendra Dandapat,","Biomedical Signal Processing and Control,","2016,",https://doi.org/10.1016/j.bspc.2016.05.008.,ScienceDirect
"Dynamic functional connectivity and brain metastability during altered states of consciousness,","Federico Cavanna, Martina G. Vilas, Matías Palmucci, Enzo Tagliazucchi,","NeuroImage,","2018,",https://doi.org/10.1016/j.neuroimage.2017.09.065.,ScienceDirect
"A group ICA based framework for evaluating resting fMRI markers when disease categories are unclear: application to schizophrenia, bipolar, and schizoaffective disorders,","Yuhui Du, Godfrey D. Pearlson, Jingyu Liu, Jing Sui, Qingbao Yu, Hao He, Eduardo Castro, Vince D. Calhoun,","NeuroImage,","2015,",https://doi.org/10.1016/j.neuroimage.2015.07.054.,ScienceDirect
"Evaluating motor cortical oscillations and age-related change in autism spectrum disorder,","William Gaetz, Edward Rhodes, Luke Bloy, Lisa Blaskey, Carissa R. Jackel, Edward S. Brodkin, Amy Waldman, David Embick, Stephen Hall, Timothy P.L. Roberts,","NeuroImage,","2020,",https://doi.org/10.1016/j.neuroimage.2019.116349.,ScienceDirect
"Neuromagnetic evidence for hippocampal modulation of auditory processing,","Hiroshi Chatani, Koichi Hagiwara, Naruhito Hironaga, Katsuya Ogata, Hiroshi Shigeto, Takato Morioka, Ayumi Sakata, Kimiaki Hashiguchi, Nobuya Murakami, Taira Uehara, Jun-ichi Kira, Shozo Tobimatsu,","NeuroImage,","2016,",https://doi.org/10.1016/j.neuroimage.2015.09.006.,ScienceDirect
"Dynamic causal modelling of seizure activity in a rat model,","Margarita Papadopoulou, Gerald Cooray, Richard Rosch, Rosalyn Moran, Daniele Marinazzo, Karl Friston,","NeuroImage,","2017,",https://doi.org/10.1016/j.neuroimage.2016.08.062.,ScienceDirect
"Neuroimaging and electrophysiology meet invasive neurostimulation for causal interrogations and modulations of brain states,","Gabriel Gonzalez-Escamilla, Muthuraman Muthuraman, Dumitru Ciolac, Volker A. Coenen, Alfons Schnitzler, Sergiu Groppa,","NeuroImage,","2020,",https://doi.org/10.1016/j.neuroimage.2020.117144.,ScienceDirect
"Methods for cleaning the BOLD fMRI signal,","César Caballero-Gaudes, Richard C. Reynolds,","NeuroImage,","2017,",https://doi.org/10.1016/j.neuroimage.2016.12.018.,ScienceDirect
"Enhancing sensorimotor BCI performance with assistive afferent activity: An online evaluation,","C. Vidaurre, A. Ramos Murguialday, S. Haufe, M. Gómez, K.-R. Müller, V.V. Nikulin,","NeuroImage,","2019,",https://doi.org/10.1016/j.neuroimage.2019.05.074.,ScienceDirect
"Isoflurane affects brain functional connectivity in rats 1 month after exposure,","Petteri Stenroos, Tiina Pirttimäki, Jaakko Paasonen, Ekaterina Paasonen, Raimo A Salo, Hennariikka Koivisto, Teemu Natunen, Petra Mäkinen, Teemu Kuulasmaa, Mikko Hiltunen, Heikki Tanila, Olli Gröhn,","NeuroImage,","2021,",https://doi.org/10.1016/j.neuroimage.2021.117987.,ScienceDirect
"Deep learning techniques for liver and liver tumor segmentation: A review,","Sidra Gul, Muhammad Salman Khan, Asima Bibi, Amith Khandakar, Mohamed Arselene Ayari, Muhammad E.H. Chowdhury,","Computers in Biology and Medicine,","105620,",(https://www.sciencedirect.com/science/article/pii/S0010482522004127),ScienceDirect
"Predicting individualized clinical measures by a generalized prediction framework and multimodal fusion of MRI data,","Xing Meng, Rongtao Jiang, Dongdong Lin, Juan Bustillo, Thomas Jones, Jiayu Chen, Qingbao Yu, Yuhui Du, Yu Zhang, Tianzi Jiang, Jing Sui, Vince D. Calhoun,","NeuroImage,","2017,",https://doi.org/10.1016/j.neuroimage.2016.05.026.,ScienceDirect
"Diagnosis of pediatric obstructive sleep apnea: Preliminary findings using automatic analysis of airflow and oximetry recordings obtained at patients’ home,","Gonzalo C. Gutiérrez-Tobal, M. Luz Alonso-Álvarez, Daniel Álvarez, Félix del Campo, Joaquín Terán-Santos, Roberto Hornero,","Biomedical Signal Processing and Control,","2015,",https://doi.org/10.1016/j.bspc.2015.02.014.,ScienceDirect
"OpenNFT: An open-source Python/Matlab framework for real-time fMRI neurofeedback training based on activity, connectivity and multivariate pattern analysis,","Yury Koush, John Ashburner, Evgeny Prilepin, Ronald Sladky, Peter Zeidman, Sergei Bibikov, Frank Scharnowski, Artem Nikonorov, Dimitri Van De Ville,","NeuroImage,","2017,",https://doi.org/10.1016/j.neuroimage.2017.06.039.,ScienceDirect
"Stimulus-specific information is represented as local activity patterns across the brain,","Amirouche Sadoun, Tushar Chauhan, Samir Mameri, Yi  Fan Zhang, Pascal Barone, Olivier Deguine, Kuzma Strelnikov,","NeuroImage,","2020,",https://doi.org/10.1016/j.neuroimage.2020.117326.,ScienceDirect
"Brain network mechanisms of visual shape completion,","Brian P. Keane, Deanna M. Barch, Ravi D. Mill, Steven M. Silverstein, Bart Krekelberg, Michael W. Cole,","NeuroImage,","2021,",https://doi.org/10.1016/j.neuroimage.2021.118069.,ScienceDirect
"Continuous and recurrent pattern dynamic neural networks recognition of electrophysiological signals,","M. Alfaro-Ponce, I. Chairez,","Biomedical Signal Processing and Control,","2020,",https://doi.org/10.1016/j.bspc.2019.101783.,ScienceDirect
"Repetition enhancement and memory effects for duration,","Martin Wiener, James C. Thompson,","NeuroImage,","2015,",https://doi.org/10.1016/j.neuroimage.2015.03.054.,ScienceDirect
"Noise detection on ECG based on agglomerative clustering of morphological features,","João Rodrigues, David Belo, Hugo Gamboa,","Computers in Biology and Medicine,","2017,",https://doi.org/10.1016/j.compbiomed.2017.06.009.,ScienceDirect
"Heart rate variability as a biomarker in health and affective disorders: A perspective on neuroimaging studies,","James S. Mulcahy, Dennis E.O. Larsson, Sarah N. Garfinkel, Hugo D. Critchley,","NeuroImage,","2019,",https://doi.org/10.1016/j.neuroimage.2019.116072.,ScienceDirect
"Neuroimaging of stroke recovery from aphasia – Insights into plasticity of the human language network,","Gesa Hartwigsen, Dorothee Saur,","NeuroImage,","2019,",https://doi.org/10.1016/j.neuroimage.2017.11.056.,ScienceDirect
"A review of feature selection methods in medical applications,","Beatriz Remeseiro, Veronica Bolon-Canedo,","Computers in Biology and Medicine,","2019,",https://doi.org/10.1016/j.compbiomed.2019.103375.,ScienceDirect
"Heart rate variability feature selection in the presence of sleep apnea: An expert system for the characterization and detection of the disorder,","Sofía Martín-González, Juan L. Navarro-Mesa, Gabriel Juliá-Serdá, Jan F. Kraemer, Niels Wessel, Antonio G. Ravelo-García,","Computers in Biology and Medicine,","2017,",https://doi.org/10.1016/j.compbiomed.2017.10.004.,ScienceDirect
"The Bayesian Virtual Epileptic Patient: A probabilistic framework designed to infer the spatial map of epileptogenicity in a personalized large-scale brain model of epilepsy spread,","M. Hashemi, A.N. Vattikonda, V. Sip, M. Guye, F. Bartolomei, M.M. Woodman, V.K. Jirsa,","NeuroImage,","2020,",https://doi.org/10.1016/j.neuroimage.2020.116839.,ScienceDirect
"Good Scientific Practice in MEEG Research: Progress and Perspectives,","Guiomar Niso, Laurens R. Krol, Etienne Combrisson, A.-Sophie Dubarry, Madison A. Elliott, Clément François, Yseult Héjja-Brichard, Sophie K. Herbst, Karim Jerbi, Vanja Kovic, Katia Lehongre, Steven J. Luck, Manuel Mercier, John C. Mosher, Yuri G. Pavlov, Aina Puce, Antonio Schettino, Daniele Schön, Walter Sinnott-Armstrong, Bertille Somon, Anđela Šoškić, Suzy J. Styles, Roni Tibon, Martina G. Vilas, Marijn van Vliet, Maximilien Chaumon,","NeuroImage,","119056,",(https://www.sciencedirect.com/science/article/pii/S1053811922001859),ScienceDirect
"Effective connectivity gateways to the Theory of Mind network in processing communicative intention,","Marco Tettamanti, Matilde M. Vaghi, Bruno G. Bara, Stefano F. Cappa, Ivan Enrici, Mauro Adenzato,","NeuroImage,","2017,",https://doi.org/10.1016/j.neuroimage.2017.04.050.,ScienceDirect
"Estimating brain age from structural MRI and MEG data: Insights from dimensionality reduction techniques,","Alba Xifra-Porxas, Arna Ghosh, Georgios D. Mitsis, Marie-Hélène Boudrias,","NeuroImage,","2021,",https://doi.org/10.1016/j.neuroimage.2021.117822.,ScienceDirect
"Detection of PVC in ECG signals using fractional linear prediction,","Mohamed Lamine Talbi, Philippe Ravier,","Biomedical Signal Processing and Control,","2016,",https://doi.org/10.1016/j.bspc.2015.07.005.,ScienceDirect
"The Human Connectome Project: A retrospective,","Jennifer Stine Elam, Matthew F. Glasser, Michael P. Harms, Stamatios N. Sotiropoulos, Jesper L.R. Andersson, Gregory C. Burgess, Sandra W. Curtiss, Robert Oostenveld, Linda J. Larson-Prior, Jan-Mathijs Schoffelen, Michael R. Hodge, Eileen A. Cler, Daniel M. Marcus, Deanna M. Barch, Essa Yacoub, Stephen M. Smith, Kamil Ugurbil, David C. Van Essen,","NeuroImage,","2021,",https://doi.org/10.1016/j.neuroimage.2021.118543.,ScienceDirect
"Children at risk for dyslexia show deficient left-hemispheric memory representations for new spoken word forms,","A. Nora, H. Renvall, M. Ronimus, J. Kere, H. Lyytinen, R. Salmelin,","NeuroImage,","2021,",https://doi.org/10.1016/j.neuroimage.2021.117739.,ScienceDirect
"Functional resting-state brain connectivity is accompanied by dynamic correlations of application-dependent [18F]FDG PET-tracer fluctuations,","Mario Amend, Tudor M. Ionescu, Xin Di, Bernd J. Pichler, Bharat B. Biswal, Hans F. Wehrl,","NeuroImage,","2019,",https://doi.org/10.1016/j.neuroimage.2019.04.034.,ScienceDirect
"Probing the neural dynamics of mnemonic representations after the initial consolidation,","Wei Liu, Nils Kohn, Guillén Fernández,","NeuroImage,","2020,",https://doi.org/10.1016/j.neuroimage.2020.117213.,ScienceDirect
"Detection of coronary artery atherosclerotic disease using novel features from synchrosqueezing transform of phonocardiogram,","Akanksha Pathak, Pranab Samanta, Kayapanda Mandana, Goutam Saha,","Biomedical Signal Processing and Control,","2020,",https://doi.org/10.1016/j.bspc.2020.102055.,ScienceDirect
"ENIGMA and the individual: Predicting factors that affect the brain in 35 countries worldwide,","Paul M. Thompson, Ole A. Andreassen, Alejandro Arias-Vasquez, Carrie E. Bearden, Premika S. Boedhoe, Rachel M. Brouwer, Randy L. Buckner, Jan K. Buitelaar, Kazima B. Bulayeva, Dara M. Cannon, Ronald A. Cohen, Patricia J. Conrod, Anders M. Dale, Ian J. Deary, Emily L. Dennis, Marcel A. de Reus, Sylvane Desrivieres, Danai Dima, Gary Donohoe, Simon E. Fisher, Jean-Paul Fouche, Clyde Francks, Sophia Frangou, Barbara Franke, Habib Ganjgahi, Hugh Garavan, David C. Glahn, Hans J. Grabe, Tulio Guadalupe, Boris A. Gutman, Ryota Hashimoto, Derrek P. Hibar, Dominic Holland, Martine Hoogman, Hilleke E. Hulshoff Pol, Norbert Hosten, Neda Jahanshad, Sinead Kelly, Peter Kochunov, William S. Kremen, Phil H. Lee, Scott Mackey, Nicholas G. Martin, Bernard Mazoyer, Colm McDonald, Sarah E. Medland, Rajendra A. Morey, Thomas E. Nichols, Tomas Paus, Zdenka Pausova, Lianne Schmaal, Gunter Schumann, Li Shen, Sanjay M. Sisodiya, Dirk J.A. Smit, Jordan W. Smoller, Dan J. Stein, Jason L. Stein, Roberto Toro, Jessica A. Turner, Martijn P. van den Heuvel, Odile L. van den Heuvel, Theo G.M. van Erp, Daan van Rooij, Dick J. Veltman, Henrik Walter, Yalin Wang, Joanna M. Wardlaw, Christopher D. Whelan, Margaret J. Wright, Jieping Ye,","NeuroImage,","2017,",https://doi.org/10.1016/j.neuroimage.2015.11.057.,ScienceDirect
"Changes in resting-state functional connectivity in neuropsychiatric lupus: A dynamic approach based on recurrence quantification analysis,","Anastasia Pentari, George Tzagkarakis, Panagiotis Tsakalides, Panagiotis Simos, George Bertsias, Eleftherios Kavroulakis, Kostas Marias, Nicholas J. Simos, Efrosini Papadaki,","Biomedical Signal Processing and Control,","2022,",https://doi.org/10.1016/j.bspc.2021.103285.,ScienceDirect
"Preferential susceptibility of limbic cortices to microstructural damage in temporal lobe epilepsy: A quantitative T1 mapping study,","Boris C. Bernhardt, Fatemeh Fadaie, Reinder Vos de Wael, Seok-Jun Hong, Min Liu, Marie C. Guiot, David A. Rudko, Andrea Bernasconi, Neda Bernasconi,","NeuroImage,","2018,",https://doi.org/10.1016/j.neuroimage.2017.06.002.,ScienceDirect
"Maturation trajectories of cortical resting-state networks depend on the mediating frequency band,","Sheraz Khan, Javeria A. Hashmi, Fahimeh Mamashli, Konstantinos Michmizos, Manfred G. Kitzbichler, Hari Bharadwaj, Yousra Bekhti, Santosh Ganesan, Keri-Lee A. Garel, Susan Whitfield-Gabrieli, Randy L. Gollub, Jian Kong, Lucia M. Vaina, Kunjan D. Rana, Steven M. Stufflebeam, Matti S. Hämäläinen, Tal Kenet,","NeuroImage,","2018,",https://doi.org/10.1016/j.neuroimage.2018.02.018.,ScienceDirect
"A review on neuroimaging studies of genetic and environmental influences on early brain development,","Wei Gao, Karen Grewen, Rebecca C. Knickmeyer, Anqi Qiu, Andrew Salzwedel, Weili Lin, John H. Gilmore,","NeuroImage,","2019,",https://doi.org/10.1016/j.neuroimage.2018.04.032.,ScienceDirect
"Human brain mapping: A systematic comparison of parcellation methods for the human cerebral cortex,","Salim Arslan, Sofia Ira Ktena, Antonios Makropoulos, Emma C. Robinson, Daniel Rueckert, Sarah Parisot,","NeuroImage,","2018,",https://doi.org/10.1016/j.neuroimage.2017.04.014.,ScienceDirect
